name,frame,vis_px,vis_px_pc,total_px,total_px_pc,diff,diff_pc
_tigfCJFLZg_00209,4,340.0,0.11,2211.0,0.72,1871.0,15.38
_tigfCJFLZg_00209,5,504.0,0.16,2457.0,0.8,1953.0,20.51
_tigfCJFLZg_00209,6,1078.0,0.35,2126.0,0.69,1048.0,50.71
_tigfCJFLZg_00209,7,1371.0,0.45,1995.0,0.65,624.0,68.72
_tigfCJFLZg_00209,8,1396.0,0.45,2107.0,0.69,711.0,66.26
_tigfCJFLZg_00209,9,1658.0,0.54,2397.0,0.78,739.0,69.17
_tigfCJFLZg_00209,10,2045.0,0.67,2829.0,0.92,784.0,72.29
_tigfCJFLZg_00209,11,2514.0,0.82,3366.0,1.1,852.0,74.69
_tigfCJFLZg_00209,12,2851.0,0.93,3725.0,1.21,874.0,76.54
_tigfCJFLZg_00209,13,2824.0,0.92,3663.0,1.19,839.0,77.1
_tigfCJFLZg_00209,14,2951.0,0.96,3843.0,1.25,892.0,76.79
_tigfCJFLZg_00209,15,2686.0,0.87,4018.0,1.31,1332.0,66.85
_tigfCJFLZg_00209,16,2847.0,0.93,4101.0,1.33,1254.0,69.42
_tigfCJFLZg_00209,17,2808.0,0.91,4410.0,1.44,1602.0,63.67
_tigfCJFLZg_00209,18,3102.0,1.01,4645.0,1.51,1543.0,66.78
_tigfCJFLZg_00209,19,3068.0,1.0,4621.0,1.5,1553.0,66.39
_tigfCJFLZg_00209,20,3051.0,0.99,4572.0,1.49,1521.0,66.73
_tigfCJFLZg_00209,21,2825.0,0.92,4522.0,1.47,1697.0,62.47
_tigfCJFLZg_00209,22,2825.0,0.92,4522.0,1.47,1697.0,62.47
_tigfCJFLZg_00209,23,2619.0,0.85,4383.0,1.43,1764.0,59.75
_tigfCJFLZg_00209,24,2335.0,0.76,4259.0,1.39,1924.0,54.83
_tigfCJFLZg_00209,25,2429.0,0.79,4356.0,1.42,1927.0,55.76
_tigfCJFLZg_00209,26,2543.0,0.83,4428.0,1.44,1885.0,57.43
_tigfCJFLZg_00209,27,2672.0,0.87,4606.0,1.5,1934.0,58.01
_tigfCJFLZg_00209,28,2783.0,0.91,4721.0,1.54,1938.0,58.95
_tigfCJFLZg_00209,29,2995.0,0.97,5019.0,1.63,2024.0,59.67
_tigfCJFLZg_00209,30,3126.0,1.02,5013.0,1.63,1887.0,62.36
_tigfCJFLZg_00209,31,3233.0,1.05,5091.0,1.66,1858.0,63.5
_tigfCJFLZg_00209,32,3234.0,1.05,5020.0,1.63,1786.0,64.42
_tigfCJFLZg_00209,33,3249.0,1.06,5099.0,1.66,1850.0,63.72
_tigfCJFLZg_00209,34,3204.0,1.04,4884.0,1.59,1680.0,65.6
_tigfCJFLZg_00209,35,3225.0,1.05,4954.0,1.61,1729.0,65.1
_tigfCJFLZg_00209,36,3332.0,1.08,4996.0,1.63,1664.0,66.69
_tigfCJFLZg_00209,37,3404.0,1.11,5121.0,1.67,1717.0,66.47
_tigfCJFLZg_00209,38,3658.0,1.19,5184.0,1.69,1526.0,70.56
_tigfCJFLZg_00209,39,3885.0,1.26,5415.0,1.76,1530.0,71.75
_tigfCJFLZg_00209,40,3934.0,1.28,5328.0,1.73,1394.0,73.84
_tigfCJFLZg_00217,0,343.0,0.11,15261.0,4.97,14918.0,2.25
_tigfCJFLZg_00217,1,53.0,0.02,2535.0,0.83,2482.0,2.09
_tigfCJFLZg_00217,2,107.0,0.03,2507.0,0.82,2400.0,4.27
_tigfCJFLZg_00217,3,272.0,0.09,2437.0,0.79,2165.0,11.16
_tigfCJFLZg_00217,4,498.0,0.16,2635.0,0.86,2137.0,18.9
_tigfCJFLZg_00217,5,676.0,0.22,2717.0,0.88,2041.0,24.88
_tigfCJFLZg_00217,6,1202.0,0.39,3425.0,1.11,2223.0,35.09
_tigfCJFLZg_00217,7,1830.0,0.6,3803.0,1.24,1973.0,48.12
_tigfCJFLZg_00217,8,2182.0,0.71,4028.0,1.31,1846.0,54.17
_tigfCJFLZg_00217,9,2310.0,0.75,3718.0,1.21,1408.0,62.13
_tigfCJFLZg_00217,10,2514.0,0.82,3755.0,1.22,1241.0,66.95
_tigfCJFLZg_00217,11,2658.0,0.87,3613.0,1.18,955.0,73.57
_tigfCJFLZg_00217,12,3059.0,1.0,4202.0,1.37,1143.0,72.8
_tigfCJFLZg_00217,13,3049.0,0.99,4244.0,1.38,1195.0,71.84
_tigfCJFLZg_00217,14,3178.0,1.03,4730.0,1.54,1552.0,67.19
_tigfCJFLZg_00217,15,3051.0,0.99,4535.0,1.48,1484.0,67.28
_tigfCJFLZg_00217,16,2537.0,0.83,3851.0,1.25,1314.0,65.88
_tigfCJFLZg_00217,17,2266.0,0.74,3601.0,1.17,1335.0,62.93
_tigfCJFLZg_00217,18,2172.0,0.71,3636.0,1.18,1464.0,59.74
_tigfCJFLZg_00217,19,2000.0,0.65,3597.0,1.17,1597.0,55.6
_tigfCJFLZg_00217,20,1998.0,0.65,3594.0,1.17,1596.0,55.59
_tigfCJFLZg_00217,21,1698.0,0.55,3156.0,1.03,1458.0,53.8
_tigfCJFLZg_00217,22,1214.0,0.4,2731.0,0.89,1517.0,44.45
_tigfCJFLZg_00217,23,1403.0,0.46,2830.0,0.92,1427.0,49.58
_tigfCJFLZg_00217,24,1449.0,0.47,3088.0,1.01,1639.0,46.92
_tigfCJFLZg_00217,25,1555.0,0.51,3113.0,1.01,1558.0,49.95
_tigfCJFLZg_00217,26,1626.0,0.53,3259.0,1.06,1633.0,49.89
_tigfCJFLZg_00217,27,1780.0,0.58,3371.0,1.1,1591.0,52.8
_tigfCJFLZg_00217,28,1895.0,0.62,3513.0,1.14,1618.0,53.94
_tigfCJFLZg_00217,29,2023.0,0.66,3606.0,1.17,1583.0,56.1
_tigfCJFLZg_00217,30,2200.0,0.72,3894.0,1.27,1694.0,56.5
_tigfCJFLZg_00217,31,2388.0,0.78,3947.0,1.28,1559.0,60.5
_tigfCJFLZg_00217,32,2409.0,0.78,3995.0,1.3,1586.0,60.3
_tigfCJFLZg_00217,33,2583.0,0.84,4151.0,1.35,1568.0,62.23
_tigfCJFLZg_00217,34,2732.0,0.89,4391.0,1.43,1659.0,62.22
_tigfCJFLZg_00217,35,2818.0,0.92,4237.0,1.38,1419.0,66.51
_tigfCJFLZg_00217,36,2952.0,0.96,4414.0,1.44,1462.0,66.88
_tigfCJFLZg_00217,37,3079.0,1.0,4398.0,1.43,1319.0,70.01
_tigfCJFLZg_00217,38,3216.0,1.05,4650.0,1.51,1434.0,69.16
_tigfCJFLZg_00217,39,3387.0,1.1,4755.0,1.55,1368.0,71.23
_tigfCJFLZg_00217,40,3477.0,1.13,4897.0,1.59,1420.0,71.0
_tigfCJFLZg_00217,41,3638.0,1.18,4934.0,1.61,1296.0,73.73
_tigfCJFLZg_00217,42,3676.0,1.2,4987.0,1.62,1311.0,73.71
_tigfCJFLZg_00217,43,3744.0,1.22,4931.0,1.61,1187.0,75.93
_tigfCJFLZg_00237,0,1623.0,0.53,3691.0,1.2,2068.0,43.97
_tigfCJFLZg_00237,1,3222.0,1.05,4693.0,1.53,1471.0,68.66
_tigfCJFLZg_00237,2,2570.0,0.84,4167.0,1.36,1597.0,61.68
_tigfCJFLZg_00237,3,2638.0,0.86,3758.0,1.22,1120.0,70.2
_tigfCJFLZg_00237,4,3146.0,1.02,3742.0,1.22,596.0,84.07
_tigfCJFLZg_00237,5,4420.0,1.44,4963.0,1.62,543.0,89.06
_tigfCJFLZg_00237,6,6206.0,2.02,6751.0,2.2,545.0,91.93
_tigfCJFLZg_00237,7,7607.0,2.48,8172.0,2.66,565.0,93.09
_tigfCJFLZg_00237,8,7292.0,2.37,7792.0,2.54,500.0,93.58
_tigfCJFLZg_00237,9,7392.0,2.41,7527.0,2.45,135.0,98.21
_tigfCJFLZg_00237,10,7492.0,2.44,7964.0,2.59,472.0,94.07
_tigfCJFLZg_00237,11,7812.0,2.54,8303.0,2.7,491.0,94.09
_tigfCJFLZg_00237,12,8568.0,2.79,8963.0,2.92,395.0,95.59
_tigfCJFLZg_00237,13,8960.0,2.92,9239.0,3.01,279.0,96.98
_tigfCJFLZg_00237,14,9697.0,3.16,10088.0,3.28,391.0,96.12
_tigfCJFLZg_00237,15,9923.0,3.23,10259.0,3.34,336.0,96.72
_tigfCJFLZg_00237,16,9607.0,3.13,10051.0,3.27,444.0,95.58
_tigfCJFLZg_00237,17,9191.0,2.99,9584.0,3.12,393.0,95.9
_tigfCJFLZg_00237,18,8920.0,2.9,9412.0,3.06,492.0,94.77
_tigfCJFLZg_00237,19,8812.0,2.87,9391.0,3.06,579.0,93.83
_tigfCJFLZg_00237,20,7963.0,2.59,8676.0,2.82,713.0,91.78
_tigfCJFLZg_00237,21,7452.0,2.43,7986.0,2.6,534.0,93.31
_tigfCJFLZg_00237,22,7453.0,2.43,7754.0,2.52,301.0,96.12
_tigfCJFLZg_00243,0,38.0,0.01,2323.0,0.76,2285.0,1.64
_tigfCJFLZg_00243,1,340.0,0.11,2622.0,0.85,2282.0,12.97
_tigfCJFLZg_00243,2,1434.0,0.47,2203.0,0.72,769.0,65.09
_tigfCJFLZg_00243,3,2414.0,0.79,2640.0,0.86,226.0,91.44
_tigfCJFLZg_00243,4,2472.0,0.8,2952.0,0.96,480.0,83.74
_tigfCJFLZg_00243,5,2241.0,0.73,2865.0,0.93,624.0,78.22
_tigfCJFLZg_00243,6,1656.0,0.54,2671.0,0.87,1015.0,62.0
_tigfCJFLZg_00243,7,1331.0,0.43,2420.0,0.79,1089.0,55.0
_tigfCJFLZg_00243,8,1729.0,0.56,2971.0,0.97,1242.0,58.2
_tigfCJFLZg_00243,9,2145.0,0.7,3351.0,1.09,1206.0,64.01
_tigfCJFLZg_00243,10,2950.0,0.96,4136.0,1.35,1186.0,71.32
_tigfCJFLZg_00243,11,4257.0,1.39,5523.0,1.8,1266.0,77.08
_tigfCJFLZg_00243,12,4951.0,1.61,6221.0,2.03,1270.0,79.59
_tigfCJFLZg_00243,13,5737.0,1.87,6746.0,2.2,1009.0,85.04
_tigfCJFLZg_00246,0,144.0,0.05,3718.0,1.21,3574.0,3.87
_tigfCJFLZg_00246,1,1523.0,0.5,8251.0,2.69,6728.0,18.46
_tigfCJFLZg_00246,2,2455.0,0.8,11079.0,3.61,8624.0,22.16
_tigfCJFLZg_00246,3,3076.0,1.0,13199.0,4.3,10123.0,23.3
_tigfCJFLZg_00246,4,3608.0,1.17,13707.0,4.46,10099.0,26.32
_tigfCJFLZg_00246,5,3633.0,1.18,13390.0,4.36,9757.0,27.13
_tigfCJFLZg_00246,6,3642.0,1.19,12906.0,4.2,9264.0,28.22
_tigfCJFLZg_00246,7,3978.0,1.29,13279.0,4.32,9301.0,29.96
_tigfCJFLZg_00246,8,4298.0,1.4,12798.0,4.17,8500.0,33.58
_tigfCJFLZg_00246,9,5057.0,1.65,13637.0,4.44,8580.0,37.08
_tigfCJFLZg_00246,10,6207.0,2.02,15167.0,4.94,8960.0,40.92
_tigfCJFLZg_00246,11,8087.0,2.63,16741.0,5.45,8654.0,48.31
_tigfCJFLZg_00246,12,9632.0,3.14,18497.0,6.02,8865.0,52.07
_tigfCJFLZg_00258,0,190.0,0.06,1689.0,0.55,1499.0,11.25
_tigfCJFLZg_00258,1,792.0,0.26,2323.0,0.76,1531.0,34.09
_tigfCJFLZg_00258,2,1403.0,0.46,1922.0,0.63,519.0,73.0
_tigfCJFLZg_00258,3,2374.0,0.77,4040.0,1.32,1666.0,58.76
_tigfCJFLZg_00258,4,2619.0,0.85,4861.0,1.58,2242.0,53.88
_tigfCJFLZg_00258,5,2568.0,0.84,5370.0,1.75,2802.0,47.82
_tigfCJFLZg_00258,6,1589.0,0.52,5024.0,1.64,3435.0,31.63
_tigfCJFLZg_00258,7,1001.0,0.33,4494.0,1.46,3493.0,22.27
_tigfCJFLZg_00258,8,1032.0,0.34,3852.0,1.25,2820.0,26.79
_tigfCJFLZg_00258,9,1599.0,0.52,4594.0,1.5,2995.0,34.81
_tigfCJFLZg_00258,10,1794.0,0.58,4604.0,1.5,2810.0,38.97
_tigfCJFLZg_00258,11,2046.0,0.67,5026.0,1.64,2980.0,40.71
_tigfCJFLZg_00258,12,2264.0,0.74,5258.0,1.71,2994.0,43.06
_tigfCJFLZg_00258,13,2306.0,0.75,5591.0,1.82,3285.0,41.24
_tigfCJFLZg_00258,14,2135.0,0.69,5300.0,1.73,3165.0,40.28
_tigfCJFLZg_00258,15,2103.0,0.68,5379.0,1.75,3276.0,39.1
_tigfCJFLZg_00258,16,1851.0,0.6,5160.0,1.68,3309.0,35.87
_tigfCJFLZg_00258,17,1990.0,0.65,5730.0,1.87,3740.0,34.73
_tigfCJFLZg_00258,18,1809.0,0.59,5407.0,1.76,3598.0,33.46
_tigfCJFLZg_00258,19,1890.0,0.62,5639.0,1.84,3749.0,33.52
_tigfCJFLZg_00258,20,1836.0,0.6,5779.0,1.88,3943.0,31.77
_tigfCJFLZg_00258,21,1867.0,0.61,6502.0,2.12,4635.0,28.71
_tigfCJFLZg_00261,0,11.0,0.0,3100.0,1.01,3089.0,0.35
_tigfCJFLZg_00261,1,170.0,0.06,1872.0,0.61,1702.0,9.08
_tigfCJFLZg_00261,2,2175.0,0.71,3282.0,1.07,1107.0,66.27
_tigfCJFLZg_00261,3,2461.0,0.8,2794.0,0.91,333.0,88.08
_tigfCJFLZg_00261,4,2547.0,0.83,3664.0,1.19,1117.0,69.51
_tigfCJFLZg_00261,5,2180.0,0.71,4477.0,1.46,2297.0,48.69
_tigfCJFLZg_00261,6,2362.0,0.77,5647.0,1.84,3285.0,41.83
_tigfCJFLZg_00261,7,2828.0,0.92,6281.0,2.04,3453.0,45.02
_tigfCJFLZg_00261,8,3168.0,1.03,6354.0,2.07,3186.0,49.86
_tigfCJFLZg_00261,9,3697.0,1.2,6561.0,2.14,2864.0,56.35
_tigfCJFLZg_00261,10,4278.0,1.39,7107.0,2.31,2829.0,60.19
_tigfCJFLZg_00261,11,4806.0,1.56,7804.0,2.54,2998.0,61.58
_tigfCJFLZg_00261,12,5606.0,1.82,8832.0,2.88,3226.0,63.47
_tigfCJFLZg_00261,13,6857.0,2.23,9734.0,3.17,2877.0,70.44
_tigfCJFLZg_00261,14,7920.0,2.58,10911.0,3.55,2991.0,72.59
_tigfCJFLZg_00261,15,9294.0,3.03,12238.0,3.98,2944.0,75.94
_tigfCJFLZg_00261,16,10240.0,3.33,12922.0,4.21,2682.0,79.24
_tigfCJFLZg_00261,17,10786.0,3.51,13343.0,4.34,2557.0,80.84
_tigfCJFLZg_00261,18,10687.0,3.48,13307.0,4.33,2620.0,80.31
_tigfCJFLZg_00261,19,10817.0,3.52,13594.0,4.43,2777.0,79.57
_tigfCJFLZg_00261,20,11014.0,3.59,13772.0,4.48,2758.0,79.97
_tigfCJFLZg_00261,21,10550.0,3.43,12898.0,4.2,2348.0,81.8
_tigfCJFLZg_00261,22,10285.0,3.35,13300.0,4.33,3015.0,77.33
_tigfCJFLZg_00261,23,9349.0,3.04,12763.0,4.15,3414.0,73.25
_tigfCJFLZg_00261,24,8673.0,2.82,11198.0,3.65,2525.0,77.45
_tigfCJFLZg_00261,25,8422.0,2.74,10982.0,3.57,2560.0,76.69
_tigfCJFLZg_00261,26,8162.0,2.66,10914.0,3.55,2752.0,74.78
_tigfCJFLZg_00261,27,7647.0,2.49,10529.0,3.43,2882.0,72.63
_tigfCJFLZg_00276,0,74.0,0.02,2828.0,0.92,2754.0,2.62
_tigfCJFLZg_00276,1,456.0,0.15,1696.0,0.55,1240.0,26.89
_tigfCJFLZg_00276,2,1794.0,0.58,2513.0,0.82,719.0,71.39
_tigfCJFLZg_00276,3,2501.0,0.81,3991.0,1.3,1490.0,62.67
_tigfCJFLZg_00276,4,3005.0,0.98,5003.0,1.63,1998.0,60.06
_tigfCJFLZg_00276,5,5025.0,1.64,5702.0,1.86,677.0,88.13
_tigfCJFLZg_00276,6,4566.0,1.49,5755.0,1.87,1189.0,79.34
_tigfCJFLZg_00276,7,4206.0,1.37,5698.0,1.85,1492.0,73.82
_tigfCJFLZg_00276,8,3720.0,1.21,4645.0,1.51,925.0,80.09
_tigfCJFLZg_00276,9,3871.0,1.26,4547.0,1.48,676.0,85.13
_tigfCJFLZg_00276,10,4206.0,1.37,4894.0,1.59,688.0,85.94
_tigfCJFLZg_00276,11,4672.0,1.52,5502.0,1.79,830.0,84.91
_tigfCJFLZg_00276,12,5532.0,1.8,6382.0,2.08,850.0,86.68
_tigfCJFLZg_00276,13,6619.0,2.15,7417.0,2.41,798.0,89.24
_tigfCJFLZg_00276,14,7716.0,2.51,8511.0,2.77,795.0,90.66
_tigfCJFLZg_00276,15,9113.0,2.97,9922.0,3.23,809.0,91.85
_tigfCJFLZg_00276,16,10498.0,3.42,11328.0,3.69,830.0,92.67
_tigfCJFLZg_00276,17,11998.0,3.91,12983.0,4.23,985.0,92.41
_tigfCJFLZg_00276,18,13305.0,4.33,14143.0,4.6,838.0,94.07
_tigfCJFLZg_00276,19,14464.0,4.71,15373.0,5.0,909.0,94.09
_tigfCJFLZg_00276,20,15099.0,4.92,15964.0,5.2,865.0,94.58
_tigfCJFLZg_00276,21,14782.0,4.81,15664.0,5.1,882.0,94.37
_tigfCJFLZg_00276,22,14391.0,4.68,15304.0,4.98,913.0,94.03
_tigfCJFLZg_00276,23,14342.0,4.67,15166.0,4.94,824.0,94.57
_tigfCJFLZg_00276,24,13696.0,4.46,14554.0,4.74,858.0,94.1
_tigfCJFLZg_00276,25,13705.0,4.46,14479.0,4.71,774.0,94.65
_tigfCJFLZg_00276,26,13280.0,4.32,14058.0,4.58,778.0,94.47
_tigfCJFLZg_00276,27,13328.0,4.34,14143.0,4.6,815.0,94.24
_tigfCJFLZg_00276,28,13477.0,4.39,14364.0,4.68,887.0,93.82
_tigfCJFLZg_00285,0,48.0,0.02,5659.0,1.84,5611.0,0.85
_tigfCJFLZg_00285,1,77.0,0.03,3222.0,1.05,3145.0,2.39
_tigfCJFLZg_00285,2,615.0,0.2,2830.0,0.92,2215.0,21.73
_tigfCJFLZg_00285,3,886.0,0.29,2393.0,0.78,1507.0,37.02
_tigfCJFLZg_00285,4,1771.0,0.58,3320.0,1.08,1549.0,53.34
_tigfCJFLZg_00285,5,1665.0,0.54,3541.0,1.15,1876.0,47.02
_tigfCJFLZg_00285,6,1194.0,0.39,3168.0,1.03,1974.0,37.69
_tigfCJFLZg_00285,7,1274.0,0.41,3576.0,1.16,2302.0,35.63
_tigfCJFLZg_00285,8,1825.0,0.59,3631.0,1.18,1806.0,50.26
_tigfCJFLZg_00285,9,3114.0,1.01,4471.0,1.46,1357.0,69.65
_tigfCJFLZg_00285,10,4100.0,1.33,5400.0,1.76,1300.0,75.93
_tigfCJFLZg_00285,11,4242.0,1.38,5409.0,1.76,1167.0,78.42
_tigfCJFLZg_00285,12,4429.0,1.44,5940.0,1.93,1511.0,74.56
_tigfCJFLZg_00285,13,4597.0,1.5,5827.0,1.9,1230.0,78.89
_tigfCJFLZg_00285,14,4676.0,1.52,5904.0,1.92,1228.0,79.2
_tigfCJFLZg_00285,15,4600.0,1.5,5849.0,1.9,1249.0,78.65
_tigfCJFLZg_00285,16,4849.0,1.58,6209.0,2.02,1360.0,78.1
_tigfCJFLZg_00285,17,4827.0,1.57,5972.0,1.94,1145.0,80.83
_tigfCJFLZg_00285,18,5116.0,1.67,6238.0,2.03,1122.0,82.01
_tigfCJFLZg_00285,19,5207.0,1.69,6425.0,2.09,1218.0,81.04
_tigfCJFLZg_00286,0,16.0,0.01,1720.0,0.56,1704.0,0.93
_tigfCJFLZg_00286,1,76.0,0.02,450.0,0.15,374.0,16.89
_tigfCJFLZg_00286,2,127.0,0.04,478.0,0.16,351.0,26.57
_tigfCJFLZg_00286,3,306.0,0.1,910.0,0.3,604.0,33.63
_tigfCJFLZg_00286,4,627.0,0.2,1410.0,0.46,783.0,44.47
_tigfCJFLZg_00286,5,876.0,0.29,1952.0,0.64,1076.0,44.88
_tigfCJFLZg_00286,6,888.0,0.29,2020.0,0.66,1132.0,43.96
_tigfCJFLZg_00286,7,957.0,0.31,2208.0,0.72,1251.0,43.34
_tigfCJFLZg_00286,8,1258.0,0.41,2700.0,0.88,1442.0,46.59
_tigfCJFLZg_00286,9,1598.0,0.52,3378.0,1.1,1780.0,47.31
_tigfCJFLZg_00286,10,1966.0,0.64,3997.0,1.3,2031.0,49.19
_tigfCJFLZg_00286,11,2220.0,0.72,4403.0,1.43,2183.0,50.42
_tigfCJFLZg_00286,12,2621.0,0.85,4959.0,1.61,2338.0,52.85
_tigfCJFLZg_00286,13,2509.0,0.82,4837.0,1.57,2328.0,51.87
_tigfCJFLZg_00286,14,2540.0,0.83,4903.0,1.6,2363.0,51.81
_tigfCJFLZg_00286,15,2217.0,0.72,4688.0,1.53,2471.0,47.29
_tigfCJFLZg_00286,16,1953.0,0.64,4768.0,1.55,2815.0,40.96
_tigfCJFLZg_00286,17,1888.0,0.61,4809.0,1.57,2921.0,39.26
_tigfCJFLZg_00286,18,1743.0,0.57,4707.0,1.53,2964.0,37.03
_tigfCJFLZg_00286,19,1526.0,0.5,4804.0,1.56,3278.0,31.77
_tigfCJFLZg_00286,20,1736.0,0.57,4783.0,1.56,3047.0,36.3
_tigfCJFLZg_00286,21,1809.0,0.59,5059.0,1.65,3250.0,35.76
_tigfCJFLZg_00286,22,2156.0,0.7,5478.0,1.78,3322.0,39.36
_tigfCJFLZg_00286,23,2510.0,0.82,6239.0,2.03,3729.0,40.23
_tigfCJFLZg_00286,24,3045.0,0.99,6599.0,2.15,3554.0,46.14
_tigfCJFLZg_00286,25,3471.0,1.13,7315.0,2.38,3844.0,47.45
_tigfCJFLZg_00286,26,3977.0,1.29,7761.0,2.53,3784.0,51.24
_tigfCJFLZg_00286,27,4500.0,1.46,8309.0,2.7,3809.0,54.16
_tigfCJFLZg_00286,28,4674.0,1.52,8324.0,2.71,3650.0,56.15
_tigfCJFLZg_00286,29,4714.0,1.53,8471.0,2.76,3757.0,55.65
_tigfCJFLZg_00286,30,4863.0,1.58,8517.0,2.77,3654.0,57.1
_tigfCJFLZg_00286,31,4869.0,1.58,8663.0,2.82,3794.0,56.2
_tigfCJFLZg_00286,32,5016.0,1.63,8599.0,2.8,3583.0,58.33
_tigfCJFLZg_00286,33,5189.0,1.69,8858.0,2.88,3669.0,58.58
_tigfCJFLZg_00286,34,5393.0,1.76,8847.0,2.88,3454.0,60.96
_tigfCJFLZg_00286,35,5580.0,1.82,9236.0,3.01,3656.0,60.42
_tigfCJFLZg_00286,36,5627.0,1.83,9168.0,2.98,3541.0,61.38
_tigfCJFLZg_00289,0,567.0,0.18,5366.0,1.75,4799.0,10.57
_tigfCJFLZg_00289,1,834.0,0.27,6599.0,2.15,5765.0,12.64
_tigfCJFLZg_00289,2,2211.0,0.72,8694.0,2.83,6483.0,25.43
_tigfCJFLZg_00289,3,2211.0,0.72,8702.0,2.83,6491.0,25.41
_tigfCJFLZg_00289,4,2275.0,0.74,8876.0,2.89,6601.0,25.63
_tigfCJFLZg_00289,5,1469.0,0.48,8269.0,2.69,6800.0,17.77
_tigfCJFLZg_00289,6,1711.0,0.56,8931.0,2.91,7220.0,19.16
_tigfCJFLZg_00289,7,2248.0,0.73,9922.0,3.23,7674.0,22.66
_tigfCJFLZg_00289,8,2458.0,0.8,10514.0,3.42,8056.0,23.38
_tigfCJFLZg_00289,9,2726.0,0.89,10974.0,3.57,8248.0,24.84
_tigfCJFLZg_00289,10,2627.0,0.86,11113.0,3.62,8486.0,23.64
_tigfCJFLZg_00289,11,2673.0,0.87,11431.0,3.72,8758.0,23.38
_tigfCJFLZg_00289,12,2900.0,0.94,11272.0,3.67,8372.0,25.73
_tigfCJFLZg_00289,13,2926.0,0.95,11222.0,3.65,8296.0,26.07
_tigfCJFLZg_00289,14,2911.0,0.95,10975.0,3.57,8064.0,26.52
_tigfCJFLZg_00289,15,2819.0,0.92,10989.0,3.58,8170.0,25.65
_tigfCJFLZg_00289,16,2744.0,0.89,10746.0,3.5,8002.0,25.54
_tigfCJFLZg_00289,17,2642.0,0.86,10977.0,3.57,8335.0,24.07
_tigfCJFLZg_00289,18,2723.0,0.89,11070.0,3.6,8347.0,24.6
_tigfCJFLZg_00289,19,2619.0,0.85,10570.0,3.44,7951.0,24.78
_tigfCJFLZg_00289,20,2673.0,0.87,9906.0,3.22,7233.0,26.98
_tigfCJFLZg_00289,21,2652.0,0.86,9293.0,3.03,6641.0,28.54
_tigfCJFLZg_00289,22,2432.0,0.79,8523.0,2.77,6091.0,28.53
_tigfCJFLZg_00289,23,2282.0,0.74,7762.0,2.53,5480.0,29.4
_tigfCJFLZg_00289,24,2213.0,0.72,6648.0,2.16,4435.0,33.29
_tigfCJFLZg_00289,25,2582.0,0.84,6480.0,2.11,3898.0,39.85
_tigfCJFLZg_00289,26,2473.0,0.81,6356.0,2.07,3883.0,38.91
_tigfCJFLZg_00289,27,2615.0,0.85,6306.0,2.05,3691.0,41.47
_tigfCJFLZg_00295,0,147.0,0.05,1046.0,0.34,899.0,14.05
_tigfCJFLZg_00295,1,278.0,0.09,475.0,0.15,197.0,58.53
_tigfCJFLZg_00295,2,850.0,0.28,1584.0,0.52,734.0,53.66
_tigfCJFLZg_00295,3,1564.0,0.51,3039.0,0.99,1475.0,51.46
_tigfCJFLZg_00295,4,1832.0,0.6,3949.0,1.29,2117.0,46.39
_tigfCJFLZg_00295,5,1736.0,0.57,4180.0,1.36,2444.0,41.53
_tigfCJFLZg_00295,6,1341.0,0.44,4551.0,1.48,3210.0,29.47
_tigfCJFLZg_00295,7,1403.0,0.46,4473.0,1.46,3070.0,31.37
_tigfCJFLZg_00295,8,1753.0,0.57,4722.0,1.54,2969.0,37.12
_tigfCJFLZg_00295,9,2475.0,0.81,5088.0,1.66,2613.0,48.64
_tigfCJFLZg_00295,10,2618.0,0.85,5517.0,1.8,2899.0,47.45
_tigfCJFLZg_00295,11,2765.0,0.9,5404.0,1.76,2639.0,51.17
_tigfCJFLZg_00295,12,3093.0,1.01,5918.0,1.93,2825.0,52.26
_tigfCJFLZg_00295,13,3421.0,1.11,5861.0,1.91,2440.0,58.37
_tigfCJFLZg_00295,14,3370.0,1.1,5930.0,1.93,2560.0,56.83
_tigfCJFLZg_00295,15,3155.0,1.03,5378.0,1.75,2223.0,58.66
_tigfCJFLZg_00295,16,2994.0,0.97,5415.0,1.76,2421.0,55.29
_tigfCJFLZg_00295,17,2833.0,0.92,4950.0,1.61,2117.0,57.23
_tigfCJFLZg_00295,18,2647.0,0.86,5068.0,1.65,2421.0,52.23
_tigfCJFLZg_00295,19,2401.0,0.78,4416.0,1.44,2015.0,54.37
_tigfCJFLZg_00295,20,2258.0,0.74,4469.0,1.45,2211.0,50.53
_tigfCJFLZg_00295,21,2574.0,0.84,4914.0,1.6,2340.0,52.38
_tigfCJFLZg_00295,22,2652.0,0.86,5204.0,1.69,2552.0,50.96
_tigfCJFLZg_00295,23,2670.0,0.87,5066.0,1.65,2396.0,52.7
_tigfCJFLZg_00298,0,50.0,0.02,451.0,0.15,401.0,11.09
_tigfCJFLZg_00298,1,590.0,0.19,888.0,0.29,298.0,66.44
_tigfCJFLZg_00298,2,924.0,0.3,1307.0,0.43,383.0,70.7
_tigfCJFLZg_00298,3,2887.0,0.94,3281.0,1.07,394.0,87.99
_tigfCJFLZg_00298,4,4928.0,1.6,5423.0,1.77,495.0,90.87
_tigfCJFLZg_00298,5,5473.0,1.78,6140.0,2.0,667.0,89.14
_tigfCJFLZg_00298,6,5382.0,1.75,6327.0,2.06,945.0,85.06
_tigfCJFLZg_00298,7,5437.0,1.77,6670.0,2.17,1233.0,81.51
